LC,total_area,caribou_density,season,pft,year,weighted_area
Sparsely vegetated,376557300,Medium,precalving,Evergreen shrubs,weighted_area_end,96712857
Sparsely vegetated,376557300,Medium,precalving,Forbs,weighted_area_start,5512266
Sparsely vegetated,376557300,Medium,precalving,Forbs,weighted_area_end,6164703
Sparsely vegetated,376557300,Medium,precalving,Alder,weighted_area_start,95094
Sparsely vegetated,376557300,Medium,precalving,Alder,weighted_area_end,356211
Sparsely vegetated,376557300,Medium,precalving,Birch,weighted_area_start,13929318
Sparsely vegetated,376557300,Medium,precalving,Birch,weighted_area_end,17294643
Sparsely vegetated,376557300,Medium,precalving,Graminoids,weighted_area_start,19892106
Sparsely vegetated,376557300,Medium,precalving,Graminoids,weighted_area_end,21183669
Sparsely vegetated,376557300,Medium,precalving,Willow,weighted_area_start,9707598
Sparsely vegetated,376557300,Medium,precalving,Willow,weighted_area_end,11503224
Sparsely vegetated,376557300,Medium,precalving,Lichens,weighted_area_start,57548511
Sparsely vegetated,376557300,Medium,precalving,Lichens,weighted_area_end,53618598
Fen,399588300,Medium,precalving,Deciduous shrubs,weighted_area_start,125682552
Fen,399588300,Medium,precalving,Deciduous shrubs,weighted_area_end,145013436
Fen,399588300,Medium,precalving,Evergreen shrubs,weighted_area_start,59597739
Fen,399588300,Medium,precalving,Evergreen shrubs,weighted_area_end,60174225
Fen,399588300,Medium,precalving,Forbs,weighted_area_start,367974
Fen,399588300,Medium,precalving,Forbs,weighted_area_end,924732
Fen,399588300,Medium,precalving,Alder,weighted_area_start,6187410
Fen,399588300,Medium,precalving,Alder,weighted_area_end,13446351
Fen,399588300,Medium,precalving,Birch,weighted_area_start,65912859
Fen,399588300,Medium,precalving,Birch,weighted_area_end,74101932
Fen,399588300,Medium,precalving,Graminoids,weighted_area_start,38831652
Fen,399588300,Medium,precalving,Graminoids,weighted_area_end,30085488
Fen,399588300,Medium,precalving,Willow,weighted_area_start,33739974
Fen,399588300,Medium,precalving,Willow,weighted_area_end,32981193
Fen,399588300,Medium,precalving,Lichens,weighted_area_start,31502709
Fen,399588300,Medium,precalving,Lichens,weighted_area_end,23627736
Bog,45900,Medium,precalving,Deciduous shrubs,weighted_area_start,4869
Bog,45900,Medium,precalving,Deciduous shrubs,weighted_area_end,9900
Bog,45900,Medium,precalving,Evergreen shrubs,weighted_area_start,6030
Bog,45900,Medium,precalving,Evergreen shrubs,weighted_area_end,5364
Bog,45900,Medium,precalving,Forbs,weighted_area_start,108
Bog,45900,Medium,precalving,Forbs,weighted_area_end,162
Bog,45900,Medium,precalving,Alder,weighted_area_start,1143
Bog,45900,Medium,precalving,Alder,weighted_area_end,1908
Bog,45900,Medium,precalving,Birch,weighted_area_start,1746
Bog,45900,Medium,precalving,Birch,weighted_area_end,2241
Bog,45900,Medium,precalving,Graminoids,weighted_area_start,477
Bog,45900,Medium,precalving,Graminoids,weighted_area_end,639
Bog,45900,Medium,precalving,Willow,weighted_area_start,2034
Bog,45900,Medium,precalving,Willow,weighted_area_end,2331
Bog,45900,Medium,precalving,Lichens,weighted_area_start,2448
Bog,45900,Medium,precalving,Lichens,weighted_area_end,2250
Shallows/littoral,14400,Medium,precalving,Deciduous shrubs,weighted_area_start,0
Shallows/littoral,14400,Medium,precalving,Deciduous shrubs,weighted_area_end,0
Shallows/littoral,14400,Medium,precalving,Evergreen shrubs,weighted_area_start,0
Shallows/littoral,14400,Medium,precalving,Evergreen shrubs,weighted_area_end,54
Shallows/littoral,14400,Medium,precalving,Forbs,weighted_area_start,288
Shallows/littoral,14400,Medium,precalving,Forbs,weighted_area_end,135
Shallows/littoral,14400,Medium,precalving,Alder,weighted_area_start,0
Shallows/littoral,14400,Medium,precalving,Alder,weighted_area_end,0
Shallows/littoral,14400,Medium,precalving,Birch,weighted_area_start,0
Shallows/littoral,14400,Medium,precalving,Birch,weighted_area_end,0
Shallows/littoral,14400,Medium,precalving,Graminoids,weighted_area_start,99
Shallows/littoral,14400,Medium,precalving,Graminoids,weighted_area_end,1107
Shallows/littoral,14400,Medium,precalving,Willow,weighted_area_start,99
Shallows/littoral,14400,Medium,precalving,Willow,weighted_area_end,117
Shallows/littoral,14400,Medium,precalving,Lichens,weighted_area_start,0
Shallows/littoral,14400,Medium,precalving,Lichens,weighted_area_end,0
Barren,62846100,Medium,precalving,Deciduous shrubs,weighted_area_start,3002427
Barren,62846100,Medium,precalving,Deciduous shrubs,weighted_area_end,3551031
Barren,62846100,Medium,precalving,Evergreen shrubs,weighted_area_start,11171475
Barren,62846100,Medium,precalving,Evergreen shrubs,weighted_area_end,11300796
Barren,62846100,Medium,precalving,Forbs,weighted_area_start,676665
Barren,62846100,Medium,precalving,Forbs,weighted_area_end,676323
Barren,62846100,Medium,precalving,Alder,weighted_area_start,16956
Barren,62846100,Medium,precalving,Alder,weighted_area_end,46692
Barren,62846100,Medium,precalving,Birch,weighted_area_start,1567737
Barren,62846100,Medium,precalving,Birch,weighted_area_end,1893816
Barren,62846100,Medium,precalving,Graminoids,weighted_area_start,1580859
Barren,62846100,Medium,precalving,Graminoids,weighted_area_end,1864215
Barren,62846100,Medium,precalving,Willow,weighted_area_start,674802
Barren,62846100,Medium,precalving,Willow,weighted_area_end,709317
Barren,62846100,Medium,precalving,Lichens,weighted_area_start,8155611
Barren,62846100,Medium,precalving,Lichens,weighted_area_end,8088255
Water,900,Medium,precalving,Deciduous shrubs,weighted_area_start,0
Water,900,Medium,precalving,Deciduous shrubs,weighted_area_end,0
Water,900,Medium,precalving,Evergreen shrubs,weighted_area_start,0
Water,900,Medium,precalving,Evergreen shrubs,weighted_area_end,0
Water,900,Medium,precalving,Forbs,weighted_area_start,0
Water,900,Medium,precalving,Forbs,weighted_area_end,0
Water,900,Medium,precalving,Alder,weighted_area_start,0
Water,900,Medium,precalving,Alder,weighted_area_end,0
Water,900,Medium,precalving,Birch,weighted_area_start,0
Water,900,Medium,precalving,Birch,weighted_area_end,0
Water,900,Medium,precalving,Graminoids,weighted_area_start,0
Water,900,Medium,precalving,Graminoids,weighted_area_end,0
Water,900,Medium,precalving,Willow,weighted_area_start,0
Water,900,Medium,precalving,Willow,weighted_area_end,0
Water,900,Medium,precalving,Lichens,weighted_area_start,0
Water,900,Medium,precalving,Lichens,weighted_area_end,0
Evergreen forest,22488300,High,precalving,Deciduous shrubs,weighted_area_start,2732040
Evergreen forest,22488300,High,precalving,Deciduous shrubs,weighted_area_end,3295836
Evergreen forest,22488300,High,precalving,Evergreen shrubs,weighted_area_start,2353122
Evergreen forest,22488300,High,precalving,Evergreen shrubs,weighted_area_end,2238669
Evergreen forest,22488300,High,precalving,Forbs,weighted_area_start,38403
Evergreen forest,22488300,High,precalving,Forbs,weighted_area_end,59904
Evergreen forest,22488300,High,precalving,Alder,weighted_area_start,803457
Evergreen forest,22488300,High,precalving,Alder,weighted_area_end,1244340
Evergreen forest,22488300,High,precalving,Birch,weighted_area_start,395766
Evergreen forest,22488300,High,precalving,Birch,weighted_area_end,435726
Evergreen forest,22488300,High,precalving,Graminoids,weighted_area_start,5859
Evergreen forest,22488300,High,precalving,Graminoids,weighted_area_end,7074
Evergreen forest,22488300,High,precalving,Willow,weighted_area_start,866340
Evergreen forest,22488300,High,precalving,Willow,weighted_area_end,871047
Evergreen forest,22488300,High,precalving,Lichens,weighted_area_start,2131344
Evergreen forest,22488300,High,precalving,Lichens,weighted_area_end,1527939
Mixed forest,21600,High,precalving,Deciduous shrubs,weighted_area_start,6021
Mixed forest,21600,High,precalving,Deciduous shrubs,weighted_area_end,6561
Mixed forest,21600,High,precalving,Evergreen shrubs,weighted_area_start,2394
Mixed forest,21600,High,precalving,Evergreen shrubs,weighted_area_end,2277
Mixed forest,21600,High,precalving,Forbs,weighted_area_start,207
Mixed forest,21600,High,precalving,Forbs,weighted_area_end,180
Mixed forest,21600,High,precalving,Alder,weighted_area_start,990
Mixed forest,21600,High,precalving,Alder,weighted_area_end,1341
Mixed forest,21600,High,precalving,Birch,weighted_area_start,1701
Mixed forest,21600,High,precalving,Birch,weighted_area_end,1836
Mixed forest,21600,High,precalving,Graminoids,weighted_area_start,621
Mixed forest,21600,High,precalving,Graminoids,weighted_area_end,441
Mixed forest,21600,High,precalving,Willow,weighted_area_start,1998
Mixed forest,21600,High,precalving,Willow,weighted_area_end,1773
Mixed forest,21600,High,precalving,Lichens,weighted_area_start,981
Mixed forest,21600,High,precalving,Lichens,weighted_area_end,693
Woodland,387980100,High,precalving,Deciduous shrubs,weighted_area_start,83923110
Woodland,387980100,High,precalving,Deciduous shrubs,weighted_area_end,95627844
Woodland,387980100,High,precalving,Evergreen shrubs,weighted_area_start,53513118
Woodland,387980100,High,precalving,Evergreen shrubs,weighted_area_end,50498001
Woodland,387980100,High,precalving,Forbs,weighted_area_start,575001
Woodland,387980100,High,precalving,Forbs,weighted_area_end,867789
Woodland,387980100,High,precalving,Alder,weighted_area_start,10606518
Woodland,387980100,High,precalving,Alder,weighted_area_end,17527887
Woodland,387980100,High,precalving,Birch,weighted_area_start,30884418
Woodland,387980100,High,precalving,Birch,weighted_area_end,31457052
Woodland,387980100,High,precalving,Graminoids,weighted_area_start,12337659
Woodland,387980100,High,precalving,Graminoids,weighted_area_end,8559549
Woodland,387980100,High,precalving,Willow,weighted_area_start,23898744
Woodland,387980100,High,precalving,Willow,weighted_area_end,25347267
Woodland,387980100,High,precalving,Lichens,weighted_area_start,43351812
Woodland,387980100,High,precalving,Lichens,weighted_area_end,31713318
Low shrub,219533400,High,precalving,Deciduous shrubs,weighted_area_start,62753301
Low shrub,219533400,High,precalving,Deciduous shrubs,weighted_area_end,69190461
Low shrub,219533400,High,precalving,Evergreen shrubs,weighted_area_start,36861624
Low shrub,219533400,High,precalving,Evergreen shrubs,weighted_area_end,34825338
Low shrub,219533400,High,precalving,Forbs,weighted_area_start,422055
Low shrub,219533400,High,precalving,Forbs,weighted_area_end,726678
Low shrub,219533400,High,precalving,Alder,weighted_area_start,3008736
Low shrub,219533400,High,precalving,Alder,weighted_area_end,5962536
Low shrub,219533400,High,precalving,Birch,weighted_area_start,34818237
Low shrub,219533400,High,precalving,Birch,weighted_area_end,36645057
Low shrub,219533400,High,precalving,Graminoids,weighted_area_start,25093980
Low shrub,219533400,High,precalving,Graminoids,weighted_area_end,18580617
Low shrub,219533400,High,precalving,Willow,weighted_area_start,13094496
Low shrub,219533400,High,precalving,Willow,weighted_area_end,14313105
Low shrub,219533400,High,precalving,Lichens,weighted_area_start,20806911
Low shrub,219533400,High,precalving,Lichens,weighted_area_end,15114888
Tall shrub,12451500,High,precalving,Deciduous shrubs,weighted_area_start,5046300
Tall shrub,12451500,High,precalving,Deciduous shrubs,weighted_area_end,5535792
Tall shrub,12451500,High,precalving,Evergreen shrubs,weighted_area_start,1618614
Tall shrub,12451500,High,precalving,Evergreen shrubs,weighted_area_end,1585593
Tall shrub,12451500,High,precalving,Forbs,weighted_area_start,31986
Tall shrub,12451500,High,precalving,Forbs,weighted_area_end,66393
Tall shrub,12451500,High,precalving,Alder,weighted_area_start,202959
Tall shrub,12451500,High,precalving,Alder,weighted_area_end,480249
Tall shrub,12451500,High,precalving,Birch,weighted_area_start,2422773
Tall shrub,12451500,High,precalving,Birch,weighted_area_end,2558412
Tall shrub,12451500,High,precalving,Graminoids,weighted_area_start,1674963
Tall shrub,12451500,High,precalving,Graminoids,weighted_area_end,1143936
Tall shrub,12451500,High,precalving,Willow,weighted_area_start,1435374
Tall shrub,12451500,High,precalving,Willow,weighted_area_end,1405962
Tall shrub,12451500,High,precalving,Lichens,weighted_area_start,653778
Tall shrub,12451500,High,precalving,Lichens,weighted_area_end,437643
Open shrubs,1829700,High,precalving,Deciduous shrubs,weighted_area_start,460584
Open shrubs,1829700,High,precalving,Deciduous shrubs,weighted_area_end,516456
Open shrubs,1829700,High,precalving,Evergreen shrubs,weighted_area_start,435105
Open shrubs,1829700,High,precalving,Evergreen shrubs,weighted_area_end,421524
Open shrubs,1829700,High,precalving,Forbs,weighted_area_start,1233
Open shrubs,1829700,High,precalving,Forbs,weighted_area_end,3177
Open shrubs,1829700,High,precalving,Alder,weighted_area_start,5265
Open shrubs,1829700,High,precalving,Alder,weighted_area_end,17208
Open shrubs,1829700,High,precalving,Birch,weighted_area_start,313587
Open shrubs,1829700,High,precalving,Birch,weighted_area_end,332370
Open shrubs,1829700,High,precalving,Graminoids,weighted_area_start,130761
Open shrubs,1829700,High,precalving,Graminoids,weighted_area_end,117090
Open shrubs,1829700,High,precalving,Willow,weighted_area_start,83943
Open shrubs,1829700,High,precalving,Willow,weighted_area_end,98622
Open shrubs,1829700,High,precalving,Lichens,weighted_area_start,355320
Open shrubs,1829700,High,precalving,Lichens,weighted_area_end,248022
Herbaceous,75257100,High,precalving,Deciduous shrubs,weighted_area_start,22894236
Herbaceous,75257100,High,precalving,Deciduous shrubs,weighted_area_end,26493552
Herbaceous,75257100,High,precalving,Evergreen shrubs,weighted_area_start,15798699
Herbaceous,75257100,High,precalving,Evergreen shrubs,weighted_area_end,15259761
Herbaceous,75257100,High,precalving,Forbs,weighted_area_start,319671
Herbaceous,75257100,High,precalving,Forbs,weighted_area_end,467334
Herbaceous,75257100,High,precalving,Alder,weighted_area_start,445446
Herbaceous,75257100,High,precalving,Alder,weighted_area_end,1411695
Herbaceous,75257100,High,precalving,Birch,weighted_area_start,11891304
Herbaceous,75257100,High,precalving,Birch,weighted_area_end,13834134
Herbaceous,75257100,High,precalving,Graminoids,weighted_area_start,9807507
Herbaceous,75257100,High,precalving,Graminoids,weighted_area_end,7944183
Herbaceous,75257100,High,precalving,Willow,weighted_area_start,6290793
Herbaceous,75257100,High,precalving,Willow,weighted_area_end,6378210
Herbaceous,75257100,High,precalving,Lichens,weighted_area_start,9141795
Herbaceous,75257100,High,precalving,Lichens,weighted_area_end,6182298
Tussock tundra,161947800,High,precalving,Deciduous shrubs,weighted_area_start,46865286
Tussock tundra,161947800,High,precalving,Deciduous shrubs,weighted_area_end,54657000
Tussock tundra,161947800,High,precalving,Evergreen shrubs,weighted_area_start,27381384
Tussock tundra,161947800,High,precalving,Evergreen shrubs,weighted_area_end,27540981
Tussock tundra,161947800,High,precalving,Forbs,weighted_area_start,67761
Tussock tundra,161947800,High,precalving,Forbs,weighted_area_end,248193
Tussock tundra,161947800,High,precalving,Alder,weighted_area_start,648009
Tussock tundra,161947800,High,precalving,Alder,weighted_area_end,2390022
Tussock tundra,161947800,High,precalving,Birch,weighted_area_start,28341144
Tussock tundra,161947800,High,precalving,Birch,weighted_area_end,31116591
Tussock tundra,161947800,High,precalving,Graminoids,weighted_area_start,33879870
Tussock tundra,161947800,High,precalving,Graminoids,weighted_area_end,27105804
Tussock tundra,161947800,High,precalving,Willow,weighted_area_start,8760069
Tussock tundra,161947800,High,precalving,Willow,weighted_area_end,9168363
Tussock tundra,161947800,High,precalving,Lichens,weighted_area_start,17435520
Tussock tundra,161947800,High,precalving,Lichens,weighted_area_end,11396484
Sparsely vegetated,92158200,High,precalving,Deciduous shrubs,weighted_area_start,8620389
Sparsely vegetated,92158200,High,precalving,Deciduous shrubs,weighted_area_end,10076139
Sparsely vegetated,92158200,High,precalving,Evergreen shrubs,weighted_area_start,22761810
Sparsely vegetated,92158200,High,precalving,Evergreen shrubs,weighted_area_end,22030974
Sparsely vegetated,92158200,High,precalving,Forbs,weighted_area_start,1061109
Sparsely vegetated,92158200,High,precalving,Forbs,weighted_area_end,1271943
Sparsely vegetated,92158200,High,precalving,Alder,weighted_area_start,37278
Sparsely vegetated,92158200,High,precalving,Alder,weighted_area_end,118557
Sparsely vegetated,92158200,High,precalving,Birch,weighted_area_start,4159854
Sparsely vegetated,92158200,High,precalving,Birch,weighted_area_end,4870584
Sparsely vegetated,92158200,High,precalving,Graminoids,weighted_area_start,4501332
Sparsely vegetated,92158200,High,precalving,Graminoids,weighted_area_end,4694598
Sparsely vegetated,92158200,High,precalving,Willow,weighted_area_start,2248623
Sparsely vegetated,92158200,High,precalving,Willow,weighted_area_end,2742723
Sparsely vegetated,92158200,High,precalving,Lichens,weighted_area_start,14749686
Sparsely vegetated,92158200,High,precalving,Lichens,weighted_area_end,13432230
Fen,172636200,High,precalving,Deciduous shrubs,weighted_area_start,53705754
Fen,172636200,High,precalving,Deciduous shrubs,weighted_area_end,62192043
Fen,172636200,High,precalving,Evergreen shrubs,weighted_area_start,25963830
Fen,172636200,High,precalving,Evergreen shrubs,weighted_area_end,24694029
Fen,172636200,High,precalving,Forbs,weighted_area_start,117720
Fen,172636200,High,precalving,Forbs,weighted_area_end,370539
Fen,172636200,High,precalving,Alder,weighted_area_start,2914236
Fen,172636200,High,precalving,Alder,weighted_area_end,6273819
Fen,172636200,High,precalving,Birch,weighted_area_start,28081719
Fen,172636200,High,precalving,Birch,weighted_area_end,30396672
Fen,172636200,High,precalving,Graminoids,weighted_area_start,17511759
Fen,172636200,High,precalving,Graminoids,weighted_area_end,12375216
Fen,172636200,High,precalving,Willow,weighted_area_start,14335128
Fen,172636200,High,precalving,Willow,weighted_area_end,14796333
Fen,172636200,High,precalving,Lichens,weighted_area_start,14032170
Fen,172636200,High,precalving,Lichens,weighted_area_end,9641421
Bog,900,High,precalving,Deciduous shrubs,weighted_area_start,153
Bog,900,High,precalving,Deciduous shrubs,weighted_area_end,144
Bog,900,High,precalving,Evergreen shrubs,weighted_area_start,144
Bog,900,High,precalving,Evergreen shrubs,weighted_area_end,90
Bog,900,High,precalving,Forbs,weighted_area_start,0
Bog,900,High,precalving,Forbs,weighted_area_end,0
Bog,900,High,precalving,Alder,weighted_area_start,27
Bog,900,High,precalving,Alder,weighted_area_end,63
Bog,900,High,precalving,Birch,weighted_area_start,36
Bog,900,High,precalving,Birch,weighted_area_end,0
Bog,900,High,precalving,Graminoids,weighted_area_start,0
Bog,900,High,precalving,Graminoids,weighted_area_end,0
Bog,900,High,precalving,Willow,weighted_area_start,36
Bog,900,High,precalving,Willow,weighted_area_end,45
Bog,900,High,precalving,Lichens,weighted_area_start,72
Bog,900,High,precalving,Lichens,weighted_area_end,0
Shallows/littoral,9000,High,precalving,Deciduous shrubs,weighted_area_start,0
Shallows/littoral,9000,High,precalving,Deciduous shrubs,weighted_area_end,0
Shallows/littoral,9000,High,precalving,Evergreen shrubs,weighted_area_start,108
Shallows/littoral,9000,High,precalving,Evergreen shrubs,weighted_area_end,162
Shallows/littoral,9000,High,precalving,Forbs,weighted_area_start,234
Shallows/littoral,9000,High,precalving,Forbs,weighted_area_end,54
Shallows/littoral,9000,High,precalving,Alder,weighted_area_start,0
Shallows/littoral,9000,High,precalving,Alder,weighted_area_end,0
Shallows/littoral,9000,High,precalving,Birch,weighted_area_start,0
Shallows/littoral,9000,High,precalving,Birch,weighted_area_end,0
Shallows/littoral,9000,High,precalving,Graminoids,weighted_area_start,0
Shallows/littoral,9000,High,precalving,Graminoids,weighted_area_end,1206
Shallows/littoral,9000,High,precalving,Willow,weighted_area_start,90
Shallows/littoral,9000,High,precalving,Willow,weighted_area_end,45
Shallows/littoral,9000,High,precalving,Lichens,weighted_area_start,0
Shallows/littoral,9000,High,precalving,Lichens,weighted_area_end,234
Barren,17198100,High,precalving,Deciduous shrubs,weighted_area_start,582885
Barren,17198100,High,precalving,Deciduous shrubs,weighted_area_end,681237
Barren,17198100,High,precalving,Evergreen shrubs,weighted_area_start,2386854
Barren,17198100,High,precalving,Evergreen shrubs,weighted_area_end,2384991
Barren,17198100,High,precalving,Forbs,weighted_area_start,127692
Barren,17198100,High,precalving,Forbs,weighted_area_end,136431
Barren,17198100,High,precalving,Alder,weighted_area_start,4995
Barren,17198100,High,precalving,Alder,weighted_area_end,12285
Barren,17198100,High,precalving,Birch,weighted_area_start,291915
Barren,17198100,High,precalving,Birch,weighted_area_end,353475
Barren,17198100,High,precalving,Graminoids,weighted_area_start,251730
Barren,17198100,High,precalving,Graminoids,weighted_area_end,331020
Barren,17198100,High,precalving,Willow,weighted_area_start,174042
Barren,17198100,High,precalving,Willow,weighted_area_end,172260
Barren,17198100,High,precalving,Lichens,weighted_area_start,2173437
Barren,17198100,High,precalving,Lichens,weighted_area_end,2206098
Water,1800,High,precalving,Deciduous shrubs,weighted_area_start,0
Water,1800,High,precalving,Deciduous shrubs,weighted_area_end,117
Water,1800,High,precalving,Evergreen shrubs,weighted_area_start,0
Water,1800,High,precalving,Evergreen shrubs,weighted_area_end,63
Water,1800,High,precalving,Forbs,weighted_area_start,0
Water,1800,High,precalving,Forbs,weighted_area_end,63
Water,1800,High,precalving,Alder,weighted_area_start,0
Water,1800,High,precalving,Alder,weighted_area_end,0
Water,1800,High,precalving,Birch,weighted_area_start,0
Water,1800,High,precalving,Birch,weighted_area_end,0
Water,1800,High,precalving,Graminoids,weighted_area_start,0
Water,1800,High,precalving,Graminoids,weighted_area_end,126
Water,1800,High,precalving,Willow,weighted_area_start,0
Water,1800,High,precalving,Willow,weighted_area_end,45
Water,1800,High,precalving,Lichens,weighted_area_start,0
Water,1800,High,precalving,Lichens,weighted_area_end,81
Evergreen forest,22829664.71,None,rut,Deciduous shrubs,weighted_area_start,2445091.659
Evergreen forest,22829664.71,None,rut,Deciduous shrubs,weighted_area_end,2721031.8
Evergreen forest,22829664.71,None,rut,Evergreen shrubs,weighted_area_start,2724600.353
Evergreen forest,22829664.71,None,rut,Evergreen shrubs,weighted_area_end,2598234.988
Evergreen forest,22829664.71,None,rut,Forbs,weighted_area_start,37413.6
Evergreen forest,22829664.71,None,rut,Forbs,weighted_area_end,36094.37647
Evergreen forest,22829664.71,None,rut,Alder,weighted_area_start,536076.4235
Evergreen forest,22829664.71,None,rut,Alder,weighted_area_end,644052.2118
Evergreen forest,22829664.71,None,rut,Birch,weighted_area_start,975863.3294
Evergreen forest,22829664.71,None,rut,Birch,weighted_area_end,931268.4353
Evergreen forest,22829664.71,None,rut,Graminoids,weighted_area_start,13023
Evergreen forest,22829664.71,None,rut,Graminoids,weighted_area_end,24849
Evergreen forest,22829664.71,None,rut,Willow,weighted_area_start,384198.4941
Evergreen forest,22829664.71,None,rut,Willow,weighted_area_end,410746.7647
Evergreen forest,22829664.71,None,rut,Lichens,weighted_area_start,3806218.059
Evergreen forest,22829664.71,None,rut,Lichens,weighted_area_end,3634050.318
Deciduous forest,88200,None,rut,Deciduous shrubs,weighted_area_start,40122
Deciduous forest,88200,None,rut,Deciduous shrubs,weighted_area_end,42174
Deciduous forest,88200,None,rut,Evergreen shrubs,weighted_area_start,11745
Deciduous forest,88200,None,rut,Evergreen shrubs,weighted_area_end,11484
Deciduous forest,88200,None,rut,Forbs,weighted_area_start,216
Deciduous forest,88200,None,rut,Forbs,weighted_area_end,171
Deciduous forest,88200,None,rut,Alder,weighted_area_start,10800
Deciduous forest,88200,None,rut,Alder,weighted_area_end,6867
Deciduous forest,88200,None,rut,Birch,weighted_area_start,12123
Deciduous forest,88200,None,rut,Birch,weighted_area_end,18072
Deciduous forest,88200,None,rut,Graminoids,weighted_area_start,909
Deciduous forest,88200,None,rut,Graminoids,weighted_area_end,1512
Deciduous forest,88200,None,rut,Willow,weighted_area_start,6813
Deciduous forest,88200,None,rut,Willow,weighted_area_end,7182
Deciduous forest,88200,None,rut,Lichens,weighted_area_start,7686
Deciduous forest,88200,None,rut,Lichens,weighted_area_end,7542
Mixed forest,580136.4706,None,rut,Deciduous shrubs,weighted_area_start,212009.9647
Mixed forest,580136.4706,None,rut,Deciduous shrubs,weighted_area_end,232143.9882
Mixed forest,580136.4706,None,rut,Evergreen shrubs,weighted_area_start,86476.72941
Mixed forest,580136.4706,None,rut,Evergreen shrubs,weighted_area_end,86843.61176
Mixed forest,580136.4706,None,rut,Forbs,weighted_area_start,5643
Mixed forest,580136.4706,None,rut,Forbs,weighted_area_end,3690
Mixed forest,580136.4706,None,rut,Alder,weighted_area_start,37639.34118
Mixed forest,580136.4706,None,rut,Alder,weighted_area_end,59239.05882
Mixed forest,580136.4706,None,rut,Birch,weighted_area_start,79989.24706
Mixed forest,580136.4706,None,rut,Birch,weighted_area_end,84613.83529
Mixed forest,580136.4706,None,rut,Graminoids,weighted_area_start,25659.14118
Mixed forest,580136.4706,None,rut,Graminoids,weighted_area_end,19371.35294
Mixed forest,580136.4706,None,rut,Willow,weighted_area_start,33592.48235
Mixed forest,580136.4706,None,rut,Willow,weighted_area_end,31754.96471
Mixed forest,580136.4706,None,rut,Lichens,weighted_area_start,70472.36471
Mixed forest,580136.4706,None,rut,Lichens,weighted_area_end,69136.72941
Woodland,205137134.1,None,rut,Deciduous shrubs,weighted_area_start,29515846.59
Woodland,205137134.1,None,rut,Deciduous shrubs,weighted_area_end,31539482.47
Woodland,205137134.1,None,rut,Evergreen shrubs,weighted_area_start,31171016.08
Woodland,205137134.1,None,rut,Evergreen shrubs,weighted_area_end,30303683.61
Woodland,205137134.1,None,rut,Forbs,weighted_area_start,1501832.435
Woodland,205137134.1,None,rut,Forbs,weighted_area_end,1265265.953
Woodland,205137134.1,None,rut,Alder,weighted_area_start,3283444.059
Woodland,205137134.1,None,rut,Alder,weighted_area_end,4453638.494
Woodland,205137134.1,None,rut,Birch,weighted_area_start,14024616.64
Woodland,205137134.1,None,rut,Birch,weighted_area_end,13942552.13
Woodland,205137134.1,None,rut,Graminoids,weighted_area_start,5697563.047
Woodland,205137134.1,None,rut,Graminoids,weighted_area_end,5109669.176
Woodland,205137134.1,None,rut,Willow,weighted_area_start,5731447.129
Woodland,205137134.1,None,rut,Willow,weighted_area_end,5880666.494
Woodland,205137134.1,None,rut,Lichens,weighted_area_start,37095151.73
Woodland,205137134.1,None,rut,Lichens,weighted_area_end,36170945.79
Low shrub,160805742.4,None,rut,Deciduous shrubs,weighted_area_start,35525590.09
Low shrub,160805742.4,None,rut,Deciduous shrubs,weighted_area_end,36827920.94
Low shrub,160805742.4,None,rut,Evergreen shrubs,weighted_area_start,27730466.86
Low shrub,160805742.4,None,rut,Evergreen shrubs,weighted_area_end,27499565.68
Low shrub,160805742.4,None,rut,Forbs,weighted_area_start,820615.4824
Low shrub,160805742.4,None,rut,Forbs,weighted_area_end,1148280.565
Low shrub,160805742.4,None,rut,Alder,weighted_area_start,878771.4353
Low shrub,160805742.4,None,rut,Alder,weighted_area_end,1288565.541
Low shrub,160805742.4,None,rut,Birch,weighted_area_start,20563717.66
Low shrub,160805742.4,None,rut,Birch,weighted_area_end,21127841.68
Low shrub,160805742.4,None,rut,Graminoids,weighted_area_start,19166965.98
Low shrub,160805742.4,None,rut,Graminoids,weighted_area_end,17935301.05
Low shrub,160805742.4,None,rut,Willow,weighted_area_start,9333068.329
Low shrub,160805742.4,None,rut,Willow,weighted_area_end,9194774.506
Low shrub,160805742.4,None,rut,Lichens,weighted_area_start,25083096.78
Low shrub,160805742.4,None,rut,Lichens,weighted_area_end,23662754.61
Tall shrub,24284781.18,None,rut,Deciduous shrubs,weighted_area_start,9696048.176
Tall shrub,24284781.18,None,rut,Deciduous shrubs,weighted_area_end,10042917.35
Tall shrub,24284781.18,None,rut,Evergreen shrubs,weighted_area_start,3621330.035
Tall shrub,24284781.18,None,rut,Evergreen shrubs,weighted_area_end,3705213.424
Tall shrub,24284781.18,None,rut,Forbs,weighted_area_start,216764.8941
Tall shrub,24284781.18,None,rut,Forbs,weighted_area_end,231322.6235
Tall shrub,24284781.18,None,rut,Alder,weighted_area_start,791605.4824
Tall shrub,24284781.18,None,rut,Alder,weighted_area_end,1105769.682
Tall shrub,24284781.18,None,rut,Birch,weighted_area_start,4272810.812
Tall shrub,24284781.18,None,rut,Birch,weighted_area_end,4384933.482
Tall shrub,24284781.18,None,rut,Graminoids,weighted_area_start,1979302.8
Tall shrub,24284781.18,None,rut,Graminoids,weighted_area_end,1634786.788
