LC,caribou_density,season,pft,change_type,change_count
Deciduous forest,Low,rut,Birch,Decrease,80
Deciduous forest,Low,rut,Birch,|Decrease| >= RMSE,NA
Deciduous forest,Low,rut,Graminoids,No change,216
Deciduous forest,Low,rut,Graminoids,Increase,9
Deciduous forest,Low,rut,Graminoids,Increase >= RMSE,3
Deciduous forest,Low,rut,Graminoids,Decrease,41
Deciduous forest,Low,rut,Graminoids,|Decrease| >= RMSE,3
Deciduous forest,Low,rut,Willow,No change,63
Deciduous forest,Low,rut,Willow,Increase,70
Deciduous forest,Low,rut,Willow,Increase >= RMSE,2
Deciduous forest,Low,rut,Willow,Decrease,132
Deciduous forest,Low,rut,Willow,|Decrease| >= RMSE,5
Deciduous forest,Low,rut,Lichens,No change,62
Deciduous forest,Low,rut,Lichens,Increase,16
Deciduous forest,Low,rut,Lichens,Increase >= RMSE,7
Deciduous forest,Low,rut,Lichens,Decrease,180
Deciduous forest,Low,rut,Lichens,|Decrease| >= RMSE,7
Mixed forest,Low,rut,Deciduous shrubs,No change,1789.866667
Mixed forest,Low,rut,Deciduous shrubs,Increase,7221
Mixed forest,Low,rut,Deciduous shrubs,Increase >= RMSE,74
Mixed forest,Low,rut,Deciduous shrubs,Decrease,2894
Mixed forest,Low,rut,Deciduous shrubs,|Decrease| >= RMSE,22
Mixed forest,Low,rut,Evergreen shrubs,No change,3703.866667
Mixed forest,Low,rut,Evergreen shrubs,Increase,3474
Mixed forest,Low,rut,Evergreen shrubs,Increase >= RMSE,19
Mixed forest,Low,rut,Evergreen shrubs,Decrease,4798
Mixed forest,Low,rut,Evergreen shrubs,|Decrease| >= RMSE,6
Mixed forest,Low,rut,Forbs,No change,9932.866667
Mixed forest,Low,rut,Forbs,Increase,1003
Mixed forest,Low,rut,Forbs,Increase >= RMSE,9
Mixed forest,Low,rut,Forbs,Decrease,1038
Mixed forest,Low,rut,Forbs,|Decrease| >= RMSE,18
Mixed forest,Low,rut,Alder,No change,4149.866667
Mixed forest,Low,rut,Alder,Increase,5443
Mixed forest,Low,rut,Alder,Increase >= RMSE,1168
Mixed forest,Low,rut,Alder,Decrease,1170
Mixed forest,Low,rut,Alder,|Decrease| >= RMSE,70
Mixed forest,Low,rut,Birch,No change,2121
Mixed forest,Low,rut,Birch,Increase,5797
Mixed forest,Low,rut,Birch,Increase >= RMSE,394.8666667
Mixed forest,Low,rut,Birch,Decrease,3634
Mixed forest,Low,rut,Birch,|Decrease| >= RMSE,54
Mixed forest,Low,rut,Graminoids,No change,6910
Mixed forest,Low,rut,Graminoids,Increase,1257.866667
Mixed forest,Low,rut,Graminoids,Increase >= RMSE,20
Mixed forest,Low,rut,Graminoids,Decrease,3747
Mixed forest,Low,rut,Graminoids,|Decrease| >= RMSE,66
Mixed forest,Low,rut,Willow,No change,3842
Mixed forest,Low,rut,Willow,Increase,2285.866667
Mixed forest,Low,rut,Willow,Increase >= RMSE,31
Mixed forest,Low,rut,Willow,Decrease,5794
Mixed forest,Low,rut,Willow,|Decrease| >= RMSE,48
Mixed forest,Low,rut,Lichens,No change,3378.866667
Mixed forest,Low,rut,Lichens,Increase,1856
Mixed forest,Low,rut,Lichens,Increase >= RMSE,93
Mixed forest,Low,rut,Lichens,Decrease,6419
Mixed forest,Low,rut,Lichens,|Decrease| >= RMSE,254
Woodland,Low,rut,Deciduous shrubs,No change,2617130.51
Woodland,Low,rut,Deciduous shrubs,Increase,4807859.482
Woodland,Low,rut,Deciduous shrubs,Increase >= RMSE,301018.3608
Woodland,Low,rut,Deciduous shrubs,Decrease,1503297.122
Woodland,Low,rut,Deciduous shrubs,|Decrease| >= RMSE,88633.54902
Woodland,Low,rut,Evergreen shrubs,No change,3737116.62
Woodland,Low,rut,Evergreen shrubs,Increase,2592925.788
Woodland,Low,rut,Evergreen shrubs,Increase >= RMSE,24237.12157
Woodland,Low,rut,Evergreen shrubs,Decrease,2957683.494
Woodland,Low,rut,Evergreen shrubs,|Decrease| >= RMSE,5976
Woodland,Low,rut,Forbs,No change,8382694.58
Woodland,Low,rut,Forbs,Increase,486615.8863
Woodland,Low,rut,Forbs,Increase >= RMSE,3888.905882
Woodland,Low,rut,Forbs,Decrease,432477.1412
Woodland,Low,rut,Forbs,|Decrease| >= RMSE,12262.5098
Woodland,Low,rut,Alder,No change,4644654.133
Woodland,Low,rut,Alder,Increase,3905218.91
Woodland,Low,rut,Alder,Increase >= RMSE,205545.5059
Woodland,Low,rut,Alder,Decrease,560577.4745
Woodland,Low,rut,Alder,|Decrease| >= RMSE,1943
Woodland,Low,rut,Birch,No change,2549969.043
Woodland,Low,rut,Birch,Increase,3671182.557
Woodland,Low,rut,Birch,Increase >= RMSE,251606.1333
Woodland,Low,rut,Birch,Decrease,2767458.502
Woodland,Low,rut,Birch,|Decrease| >= RMSE,77722.78824
Woodland,Low,rut,Graminoids,No change,6508203.227
Woodland,Low,rut,Graminoids,Increase,811193.7843
Woodland,Low,rut,Graminoids,Increase >= RMSE,18829.76078
Woodland,Low,rut,Graminoids,Decrease,1895725.882
Woodland,Low,rut,Graminoids,|Decrease| >= RMSE,83986.36863
Woodland,Low,rut,Willow,No change,4482297.988
Woodland,Low,rut,Willow,Increase,2142541.675
Woodland,Low,rut,Willow,Increase >= RMSE,5624
Woodland,Low,rut,Willow,Decrease,2680214.361
Woodland,Low,rut,Willow,|Decrease| >= RMSE,7261
Woodland,Low,rut,Lichens,No change,1893262.463
Woodland,Low,rut,Lichens,Increase,1594088.737
Woodland,Low,rut,Lichens,Increase >= RMSE,27795.86275
Woodland,Low,rut,Lichens,Decrease,5520357.345
Woodland,Low,rut,Lichens,|Decrease| >= RMSE,282434.6157
Low shrub,Low,rut,Deciduous shrubs,No change,893967.4667
Low shrub,Low,rut,Deciduous shrubs,Increase,2194406.557
Low shrub,Low,rut,Deciduous shrubs,Increase >= RMSE,81970.36863
Low shrub,Low,rut,Deciduous shrubs,Decrease,1074571.102
Low shrub,Low,rut,Deciduous shrubs,|Decrease| >= RMSE,19722.6549
Low shrub,Low,rut,Evergreen shrubs,No change,1003372.847
Low shrub,Low,rut,Evergreen shrubs,Increase,1508106.314
Low shrub,Low,rut,Evergreen shrubs,Increase >= RMSE,12607.6549
Low shrub,Low,rut,Evergreen shrubs,Decrease,1733043.529
Low shrub,Low,rut,Evergreen shrubs,|Decrease| >= RMSE,7507.803922
Low shrub,Low,rut,Forbs,No change,3579126.561
Low shrub,Low,rut,Forbs,Increase,461516.698
Low shrub,Low,rut,Forbs,Increase >= RMSE,2576.92549
Low shrub,Low,rut,Forbs,Decrease,219394.9647
Low shrub,Low,rut,Forbs,|Decrease| >= RMSE,2023
Low shrub,Low,rut,Alder,No change,2990657.035
Low shrub,Low,rut,Alder,Increase,992760.5373
Low shrub,Low,rut,Alder,Increase >= RMSE,108330.7176
Low shrub,Low,rut,Alder,Decrease,168087.8588
Low shrub,Low,rut,Alder,|Decrease| >= RMSE,4802
Low shrub,Low,rut,Birch,No change,852784.6235
Low shrub,Low,rut,Birch,Increase,1863826.063
Low shrub,Low,rut,Birch,Increase >= RMSE,243905.4667
Low shrub,Low,rut,Birch,Decrease,1259942.522
Low shrub,Low,rut,Birch,|Decrease| >= RMSE,44179.47451
Low shrub,Low,rut,Graminoids,No change,1655143.506
Low shrub,Low,rut,Graminoids,Increase,676962.6275
Low shrub,Low,rut,Graminoids,Increase >= RMSE,8999
Low shrub,Low,rut,Graminoids,Decrease,1846807.588
Low shrub,Low,rut,Graminoids,|Decrease| >= RMSE,76725.42745
Low shrub,Low,rut,Willow,No change,1719191.792
Low shrub,Low,rut,Willow,Increase,1177055.875
Low shrub,Low,rut,Willow,Increase >= RMSE,14227.96863
Low shrub,Low,rut,Willow,Decrease,1339948.588
Low shrub,Low,rut,Willow,|Decrease| >= RMSE,14213.92549
Low shrub,Low,rut,Lichens,No change,1181643.929
Low shrub,Low,rut,Lichens,Increase,797159.7961
Low shrub,Low,rut,Lichens,Increase >= RMSE,17724.69412
Low shrub,Low,rut,Lichens,Decrease,2178037.149
Low shrub,Low,rut,Lichens,|Decrease| >= RMSE,90072.58039
Tall shrub,Low,rut,Deciduous shrubs,No change,96110.76471
Tall shrub,Low,rut,Deciduous shrubs,Increase,391701.3216
Tall shrub,Low,rut,Deciduous shrubs,Increase >= RMSE,6444
Tall shrub,Low,rut,Deciduous shrubs,Decrease,231526.3216
Tall shrub,Low,rut,Deciduous shrubs,|Decrease| >= RMSE,1716
Tall shrub,Low,rut,Evergreen shrubs,No change,168352.0078
Tall shrub,Low,rut,Evergreen shrubs,Increase,285209.7804
Tall shrub,Low,rut,Evergreen shrubs,Increase >= RMSE,5566.168627
Tall shrub,Low,rut,Evergreen shrubs,Decrease,266717.451
Tall shrub,Low,rut,Evergreen shrubs,|Decrease| >= RMSE,1653
Tall shrub,Low,rut,Forbs,No change,504665.349
Tall shrub,Low,rut,Forbs,Increase,142368.5294
Tall shrub,Low,rut,Forbs,Increase >= RMSE,206
Tall shrub,Low,rut,Forbs,Decrease,79369.96863
Tall shrub,Low,rut,Forbs,|Decrease| >= RMSE,888.5607843
Tall shrub,Low,rut,Alder,No change,375807.6588
Tall shrub,Low,rut,Alder,Increase,233638.0118
Tall shrub,Low,rut,Alder,Increase >= RMSE,61376.12549
Tall shrub,Low,rut,Alder,Decrease,53067.0549
Tall shrub,Low,rut,Alder,|Decrease| >= RMSE,3609.556863
Tall shrub,Low,rut,Birch,No change,91101.83137
Tall shrub,Low,rut,Birch,Increase,348931.0118
Tall shrub,Low,rut,Birch,Increase >= RMSE,53701.81569
Tall shrub,Low,rut,Birch,Decrease,218776.1373
Tall shrub,Low,rut,Birch,|Decrease| >= RMSE,14987.61176
Tall shrub,Low,rut,Graminoids,No change,279017.4667
Tall shrub,Low,rut,Graminoids,Increase,71341.15686
Tall shrub,Low,rut,Graminoids,Increase >= RMSE,1827
Tall shrub,Low,rut,Graminoids,Decrease,360159.7843
Tall shrub,Low,rut,Graminoids,|Decrease| >= RMSE,15153
Tall shrub,Low,rut,Willow,No change,157731.5922
Tall shrub,Low,rut,Willow,Increase,171922.298
Tall shrub,Low,rut,Willow,Increase >= RMSE,2010
Tall shrub,Low,rut,Willow,Decrease,390260.5176
Tall shrub,Low,rut,Willow,|Decrease| >= RMSE,5574
Tall shrub,Low,rut,Lichens,No change,246124.898
Tall shrub,Low,rut,Lichens,Increase,100216.0392
Tall shrub,Low,rut,Lichens,Increase >= RMSE,6007.560784
Tall shrub,Low,rut,Lichens,Decrease,364275.9098
Tall shrub,Low,rut,Lichens,|Decrease| >= RMSE,10874
Open shrubs,Low,rut,Deciduous shrubs,No change,53324.86667
Open shrubs,Low,rut,Deciduous shrubs,Increase,98746.65098
Open shrubs,Low,rut,Deciduous shrubs,Increase >= RMSE,3966.72549
Open shrubs,Low,rut,Deciduous shrubs,Decrease,50250.63922
Open shrubs,Low,rut,Deciduous shrubs,|Decrease| >= RMSE,707
Open shrubs,Low,rut,Evergreen shrubs,No change,52105.58824
Open shrubs,Low,rut,Evergreen shrubs,Increase,80820.97647
Open shrubs,Low,rut,Evergreen shrubs,Increase >= RMSE,334
Open shrubs,Low,rut,Evergreen shrubs,Decrease,73432.31765
Open shrubs,Low,rut,Evergreen shrubs,|Decrease| >= RMSE,303
Open shrubs,Low,rut,Forbs,No change,173697.3451
Open shrubs,Low,rut,Forbs,Increase,20105.94118
Open shrubs,Low,rut,Forbs,Increase >= RMSE,76
Open shrubs,Low,rut,Forbs,Decrease,13059.59608
Open shrubs,Low,rut,Forbs,|Decrease| >= RMSE,57
Open shrubs,Low,rut,Alder,No change,179922.8824
Open shrubs,Low,rut,Alder,Increase,21127
Open shrubs,Low,rut,Alder,Increase >= RMSE,2841
Open shrubs,Low,rut,Alder,Decrease,3030
Open shrubs,Low,rut,Alder,|Decrease| >= RMSE,75
Open shrubs,Low,rut,Birch,No change,50996.4902
Open shrubs,Low,rut,Birch,Increase,88318.46275
Open shrubs,Low,rut,Birch,Increase >= RMSE,6650.729412
Open shrubs,Low,rut,Birch,Decrease,59587.2
Open shrubs,Low,rut,Birch,|Decrease| >= RMSE,1443
Open shrubs,Low,rut,Graminoids,No change,88485.98039
Open shrubs,Low,rut,Graminoids,Increase,44211.14118
Open shrubs,Low,rut,Graminoids,Increase >= RMSE,826.9529412
Open shrubs,Low,rut,Graminoids,Decrease,71059.80784
Open shrubs,Low,rut,Graminoids,|Decrease| >= RMSE,2412
Open shrubs,Low,rut,Willow,No change,95578.94902
Open shrubs,Low,rut,Willow,Increase,56930.31765
Open shrubs,Low,rut,Willow,Increase >= RMSE,909.9921569
Open shrubs,Low,rut,Willow,Decrease,52625.62353
Open shrubs,Low,rut,Willow,|Decrease| >= RMSE,951
Open shrubs,Low,rut,Lichens,No change,52561.01961
Open shrubs,Low,rut,Lichens,Increase,48477.31765
Open shrubs,Low,rut,Lichens,Increase >= RMSE,416
Open shrubs,Low,rut,Lichens,Decrease,100241.6392
Open shrubs,Low,rut,Lichens,|Decrease| >= RMSE,5299.905882
Herbaceous,Low,rut,Deciduous shrubs,No change,580505.1725
Herbaceous,Low,rut,Deciduous shrubs,Increase,1598831.49
Herbaceous,Low,rut,Deciduous shrubs,Increase >= RMSE,84361.31765
Herbaceous,Low,rut,Deciduous shrubs,Decrease,532772.698
Herbaceous,Low,rut,Deciduous shrubs,|Decrease| >= RMSE,12137
Herbaceous,Low,rut,Evergreen shrubs,No change,632577.5412
Herbaceous,Low,rut,Evergreen shrubs,Increase,1088811.953
Herbaceous,Low,rut,Evergreen shrubs,Increase >= RMSE,17862
Herbaceous,Low,rut,Evergreen shrubs,Decrease,1063857.184
Herbaceous,Low,rut,Evergreen shrubs,|Decrease| >= RMSE,5499
Herbaceous,Low,rut,Forbs,No change,2092669.376
Herbaceous,Low,rut,Forbs,Increase,443777.4784
Herbaceous,Low,rut,Forbs,Increase >= RMSE,6165
Herbaceous,Low,rut,Forbs,Decrease,261567.8235
Herbaceous,Low,rut,Forbs,|Decrease| >= RMSE,4428
Herbaceous,Low,rut,Alder,No change,2300398.102
Herbaceous,Low,rut,Alder,Increase,280806.9647
Herbaceous,Low,rut,Alder,Increase >= RMSE,154726.6706
Herbaceous,Low,rut,Alder,Decrease,63707.94118
Herbaceous,Low,rut,Alder,|Decrease| >= RMSE,8968
Herbaceous,Low,rut,Birch,No change,636696.4314
Herbaceous,Low,rut,Birch,Increase,1262563.243
Herbaceous,Low,rut,Birch,Increase >= RMSE,193792.7373
Herbaceous,Low,rut,Birch,Decrease,694464.1255
Herbaceous,Low,rut,Birch,|Decrease| >= RMSE,21091.14118
Herbaceous,Low,rut,Graminoids,No change,786747.6824
Herbaceous,Low,rut,Graminoids,Increase,622052.8471
Herbaceous,Low,rut,Graminoids,Increase >= RMSE,11572
Herbaceous,Low,rut,Graminoids,Decrease,1331900.573
Herbaceous,Low,rut,Graminoids,|Decrease| >= RMSE,56334.57647
Herbaceous,Low,rut,Willow,No change,986578.8588
Herbaceous,Low,rut,Willow,Increase,818281.9882
Herbaceous,Low,rut,Willow,Increase >= RMSE,11461.7098
Herbaceous,Low,rut,Willow,Decrease,975234.5294
Herbaceous,Low,rut,Willow,|Decrease| >= RMSE,17050.59216
Herbaceous,Low,rut,Lichens,No change,685797.1412
Herbaceous,Low,rut,Lichens,Increase,673027.4784
Herbaceous,Low,rut,Lichens,Increase >= RMSE,18852.29804
Herbaceous,Low,rut,Lichens,Decrease,1317564.435
Herbaceous,Low,rut,Lichens,|Decrease| >= RMSE,113366.3255
Tussock tundra,Low,rut,Deciduous shrubs,No change,376761.3137
Tussock tundra,Low,rut,Deciduous shrubs,Increase,1523764.2
Tussock tundra,Low,rut,Deciduous shrubs,Increase >= RMSE,50107.74118
Tussock tundra,Low,rut,Deciduous shrubs,Decrease,454546.9137
Tussock tundra,Low,rut,Deciduous shrubs,|Decrease| >= RMSE,2593
Tussock tundra,Low,rut,Evergreen shrubs,No change,505445.451
Tussock tundra,Low,rut,Evergreen shrubs,Increase,955353.9412
Tussock tundra,Low,rut,Evergreen shrubs,Increase >= RMSE,3899
Tussock tundra,Low,rut,Evergreen shrubs,Decrease,937687.7765
Tussock tundra,Low,rut,Evergreen shrubs,|Decrease| >= RMSE,5387
Tussock tundra,Low,rut,Forbs,No change,2005606.643
Tussock tundra,Low,rut,Forbs,Increase,274029.098
Tussock tundra,Low,rut,Forbs,Increase >= RMSE,573
Tussock tundra,Low,rut,Forbs,Decrease,127194.4275
Tussock tundra,Low,rut,Forbs,|Decrease| >= RMSE,370
Tussock tundra,Low,rut,Alder,No change,1880243.824
Tussock tundra,Low,rut,Alder,Increase,362357.5961
Tussock tundra,Low,rut,Alder,Increase >= RMSE,111075.898
Tussock tundra,Low,rut,Alder,Decrease,49625.85098
Tussock tundra,Low,rut,Alder,|Decrease| >= RMSE,4470
Tussock tundra,Low,rut,Birch,No change,375131.7176
Tussock tundra,Low,rut,Birch,Increase,1199534.906
Tussock tundra,Low,rut,Birch,Increase >= RMSE,142192.2078
Tussock tundra,Low,rut,Birch,Decrease,681934.5333
Tussock tundra,Low,rut,Birch,|Decrease| >= RMSE,8979.803922
Tussock tundra,Low,rut,Graminoids,No change,552928.6706
Tussock tundra,Low,rut,Graminoids,Increase,378811.1059
Tussock tundra,Low,rut,Graminoids,Increase >= RMSE,1880
Tussock tundra,Low,rut,Graminoids,Decrease,1403721.412
Tussock tundra,Low,rut,Graminoids,|Decrease| >= RMSE,70431.98039
Tussock tundra,Low,rut,Willow,No change,805635.7216
Tussock tundra,Low,rut,Willow,Increase,647382.4863
Tussock tundra,Low,rut,Willow,Increase >= RMSE,16449
Tussock tundra,Low,rut,Willow,Decrease,915224.3922
Tussock tundra,Low,rut,Willow,|Decrease| >= RMSE,23081.56863
Tussock tundra,Low,rut,Lichens,No change,637937.2235
Tussock tundra,Low,rut,Lichens,Increase,374722.098
Tussock tundra,Low,rut,Lichens,Increase >= RMSE,3394
Tussock tundra,Low,rut,Lichens,Decrease,1308101.086
Tussock tundra,Low,rut,Lichens,|Decrease| >= RMSE,83618.76078
Sparsely vegetated,Low,rut,Deciduous shrubs,No change,1722232.188
Sparsely vegetated,Low,rut,Deciduous shrubs,Increase,855038.298
Sparsely vegetated,Low,rut,Deciduous shrubs,Increase >= RMSE,272506.0706
Sparsely vegetated,Low,rut,Deciduous shrubs,Decrease,361355.6863
Sparsely vegetated,Low,rut,Deciduous shrubs,|Decrease| >= RMSE,43004.56078
Sparsely vegetated,Low,rut,Evergreen shrubs,No change,858697.3608
Sparsely vegetated,Low,rut,Evergreen shrubs,Increase,1341167.867
Sparsely vegetated,Low,rut,Evergreen shrubs,Increase >= RMSE,15414.89412
Sparsely vegetated,Low,rut,Evergreen shrubs,Decrease,1036012.682
Sparsely vegetated,Low,rut,Evergreen shrubs,|Decrease| >= RMSE,2844
Sparsely vegetated,Low,rut,Forbs,No change,2284224.639
Sparsely vegetated,Low,rut,Forbs,Increase,505388.9451
Sparsely vegetated,Low,rut,Forbs,Increase >= RMSE,3092.803922
Sparsely vegetated,Low,rut,Forbs,Decrease,453281.5216
Sparsely vegetated,Low,rut,Forbs,|Decrease| >= RMSE,8148.894118
Sparsely vegetated,Low,rut,Alder,No change,3190667.09
Sparsely vegetated,Low,rut,Alder,Increase,49662.78039
Sparsely vegetated,Low,rut,Alder,Increase >= RMSE,6531
Sparsely vegetated,Low,rut,Alder,Decrease,7252.933333
Sparsely vegetated,Low,rut,Alder,|Decrease| >= RMSE,23
Sparsely vegetated,Low,rut,Birch,No change,1760612.906
Sparsely vegetated,Low,rut,Birch,Increase,859798.2118
Sparsely vegetated,Low,rut,Birch,Increase >= RMSE,168128.8039
Sparsely vegetated,Low,rut,Birch,Decrease,443808.0706
Sparsely vegetated,Low,rut,Birch,|Decrease| >= RMSE,21788.81176
Sparsely vegetated,Low,rut,Graminoids,No change,1412771.263
Sparsely vegetated,Low,rut,Graminoids,Increase,888277.4353
Sparsely vegetated,Low,rut,Graminoids,Increase >= RMSE,16167
Sparsely vegetated,Low,rut,Graminoids,Decrease,923975.1098
Sparsely vegetated,Low,rut,Graminoids,|Decrease| >= RMSE,12945.99608
Sparsely vegetated,Low,rut,Willow,No change,2030172.11
Sparsely vegetated,Low,rut,Willow,Increase,630299.949
Sparsely vegetated,Low,rut,Willow,Increase >= RMSE,14689.38039
Sparsely vegetated,Low,rut,Willow,Decrease,569346.3647
Sparsely vegetated,Low,rut,Willow,|Decrease| >= RMSE,9629
Sparsely vegetated,Low,rut,Lichens,No change,783462.3216
Sparsely vegetated,Low,rut,Lichens,Increase,1240547.424
Sparsely vegetated,Low,rut,Lichens,Increase >= RMSE,40189.29804
Sparsely vegetated,Low,rut,Lichens,Decrease,1150909.769
Sparsely vegetated,Low,rut,Lichens,|Decrease| >= RMSE,39027.99216
Fen,Low,rut,Deciduous shrubs,No change,337343.7294
Fen,Low,rut,Deciduous shrubs,Increase,1669371.471
Fen,Low,rut,Deciduous shrubs,Increase >= RMSE,27068.63137
Fen,Low,rut,Deciduous shrubs,Decrease,555307.6627
Fen,Low,rut,Deciduous shrubs,|Decrease| >= RMSE,2046
Fen,Low,rut,Evergreen shrubs,No change,653706.2275
Fen,Low,rut,Evergreen shrubs,Increase,1028913.922
Fen,Low,rut,Evergreen shrubs,Increase >= RMSE,8334
Fen,Low,rut,Evergreen shrubs,Decrease,897555.3451
Fen,Low,rut,Evergreen shrubs,|Decrease| >= RMSE,2628
Fen,Low,rut,Forbs,No change,2220373.067
Fen,Low,rut,Forbs,Increase,263668.7961
Fen,Low,rut,Forbs,Increase >= RMSE,491
Fen,Low,rut,Forbs,Decrease,104697.749
Fen,Low,rut,Forbs,|Decrease| >= RMSE,1906.882353
Fen,Low,rut,Alder,No change,1495322.302
Fen,Low,rut,Alder,Increase,927948.5451
Fen,Low,rut,Alder,Increase >= RMSE,83569.51373
Fen,Low,rut,Alder,Decrease,83813.13333
Fen,Low,rut,Alder,|Decrease| >= RMSE,484
Fen,Low,rut,Birch,No change,347169.2275
Fen,Low,rut,Birch,Increase,1318908.439
Fen,Low,rut,Birch,Increase >= RMSE,153815.298
Fen,Low,rut,Birch,Decrease,744548.3529
Fen,Low,rut,Birch,|Decrease| >= RMSE,26696.17647
Fen,Low,rut,Graminoids,No change,939090.7176
Fen,Low,rut,Graminoids,Increase,324473.0706
Fen,Low,rut,Graminoids,Increase >= RMSE,6216
Fen,Low,rut,Graminoids,Decrease,1245444.412
Fen,Low,rut,Graminoids,|Decrease| >= RMSE,75913.29412
Fen,Low,rut,Willow,No change,785127.2118
Fen,Low,rut,Willow,Increase,661934.298
Fen,Low,rut,Willow,Increase >= RMSE,5389
Fen,Low,rut,Willow,Decrease,1128719.984
Fen,Low,rut,Willow,|Decrease| >= RMSE,9967
Fen,Low,rut,Lichens,No change,645390.2706
Fen,Low,rut,Lichens,Increase,356546.7333
Fen,Low,rut,Lichens,Increase >= RMSE,11124.58039
Fen,Low,rut,Lichens,Decrease,1523235.91
Fen,Low,rut,Lichens,|Decrease| >= RMSE,54840
Bog,Low,rut,Deciduous shrubs,No change,298
Bog,Low,rut,Deciduous shrubs,Increase,46
Bog,Low,rut,Deciduous shrubs,Increase >= RMSE,34
Bog,Low,rut,Deciduous shrubs,Decrease,13
Bog,Low,rut,Deciduous shrubs,|Decrease| >= RMSE,10
Bog,Low,rut,Evergreen shrubs,No change,135
Bog,Low,rut,Evergreen shrubs,Increase,148
Bog,Low,rut,Evergreen shrubs,Increase >= RMSE,5
Bog,Low,rut,Evergreen shrubs,Decrease,113
Bog,Low,rut,Evergreen shrubs,|Decrease| >= RMSE,NA
Bog,Low,rut,Forbs,No change,263
Bog,Low,rut,Forbs,Increase,55
Bog,Low,rut,Forbs,Increase >= RMSE,NA
Bog,Low,rut,Forbs,Decrease,79
Bog,Low,rut,Forbs,|Decrease| >= RMSE,4
Bog,Low,rut,Alder,No change,352
Bog,Low,rut,Alder,Increase,31
Bog,Low,rut,Alder,Increase >= RMSE,5
Bog,Low,rut,Alder,Decrease,12
Bog,Low,rut,Alder,|Decrease| >= RMSE,1
Bog,Low,rut,Birch,No change,161
Bog,Low,rut,Birch,Increase,112
Bog,Low,rut,Birch,Increase >= RMSE,14
Bog,Low,rut,Birch,Decrease,113
Bog,Low,rut,Birch,|Decrease| >= RMSE,1
Bog,Low,rut,Graminoids,No change,139
Bog,Low,rut,Graminoids,Increase,155
Bog,Low,rut,Graminoids,Increase >= RMSE,12
Bog,Low,rut,Graminoids,Decrease,93
Bog,Low,rut,Graminoids,|Decrease| >= RMSE,2
Bog,Low,rut,Willow,No change,353
Bog,Low,rut,Willow,Increase,32
Bog,Low,rut,Willow,Increase >= RMSE,3
Bog,Low,rut,Willow,Decrease,13
Bog,Low,rut,Willow,|Decrease| >= RMSE,NA
Bog,Low,rut,Lichens,No change,128
Bog,Low,rut,Lichens,Increase,131
Bog,Low,rut,Lichens,Increase >= RMSE,20
Bog,Low,rut,Lichens,Decrease,116
Bog,Low,rut,Lichens,|Decrease| >= RMSE,6
Shallows/littoral,Low,rut,Deciduous shrubs,No change,15
Shallows/littoral,Low,rut,Deciduous shrubs,Increase,NA
Shallows/littoral,Low,rut,Deciduous shrubs,Increase >= RMSE,10
Shallows/littoral,Low,rut,Deciduous shrubs,Decrease,NA
Shallows/littoral,Low,rut,Deciduous shrubs,|Decrease| >= RMSE,NA
Shallows/littoral,Low,rut,Evergreen shrubs,No change,6
Shallows/littoral,Low,rut,Evergreen shrubs,Increase,7
Shallows/littoral,Low,rut,Evergreen shrubs,Increase >= RMSE,10
Shallows/littoral,Low,rut,Evergreen shrubs,Decrease,2
Shallows/littoral,Low,rut,Evergreen shrubs,|Decrease| >= RMSE,NA
Shallows/littoral,Low,rut,Forbs,No change,12
Shallows/littoral,Low,rut,Forbs,Increase,2
Shallows/littoral,Low,rut,Forbs,Increase >= RMSE,NA
Shallows/littoral,Low,rut,Forbs,Decrease,4
Shallows/littoral,Low,rut,Forbs,|Decrease| >= RMSE,7
Shallows/littoral,Low,rut,Alder,No change,25
Shallows/littoral,Low,rut,Alder,Increase,NA
Shallows/littoral,Low,rut,Alder,Increase >= RMSE,NA
Shallows/littoral,Low,rut,Alder,Decrease,NA
Shallows/littoral,Low,rut,Alder,|Decrease| >= RMSE,NA
Shallows/littoral,Low,rut,Birch,No change,16
Shallows/littoral,Low,rut,Birch,Increase,1
Shallows/littoral,Low,rut,Birch,Increase >= RMSE,8
Shallows/littoral,Low,rut,Birch,Decrease,NA
Shallows/littoral,Low,rut,Birch,|Decrease| >= RMSE,NA
Shallows/littoral,Low,rut,Graminoids,No change,7
Shallows/littoral,Low,rut,Graminoids,Increase,6
Shallows/littoral,Low,rut,Graminoids,Increase >= RMSE,9
Shallows/littoral,Low,rut,Graminoids,Decrease,3
Shallows/littoral,Low,rut,Graminoids,|Decrease| >= RMSE,NA
Shallows/littoral,Low,rut,Willow,No change,10
Shallows/littoral,Low,rut,Willow,Increase,3
Shallows/littoral,Low,rut,Willow,Increase >= RMSE,NA
Shallows/littoral,Low,rut,Willow,Decrease,8
Shallows/littoral,Low,rut,Willow,|Decrease| >= RMSE,4
Shallows/littoral,Low,rut,Lichens,No change,7
Shallows/littoral,Low,rut,Lichens,Increase,NA
Shallows/littoral,Low,rut,Lichens,Increase >= RMSE,18
Shallows/littoral,Low,rut,Lichens,Decrease,NA
Shallows/littoral,Low,rut,Lichens,|Decrease| >= RMSE,NA
Barren,Low,rut,Deciduous shrubs,No change,856149.2549
Barren,Low,rut,Deciduous shrubs,Increase,168348.3608
Barren,Low,rut,Deciduous shrubs,Increase >= RMSE,77513.96078
Barren,Low,rut,Deciduous shrubs,Decrease,69186.3451
